id,date,brand,region,content
15846,2024-10-26 07:16:28,Mobilis,Tlemcen,🔥🔥🔥 BEST PROMO EVER!!!
12512,2024-11-02 07:56:28,Mobilis,M'Sila,<div>Data speed fine but latency high in M'Sila</div>
9971,2025-07-15 14:12:28,TelecomDZ,Mostaganemm,random spam message http://spam.example.com
3443,2024-12-09 10:59:28,Wana,Setif,SMS subscription charged me without consent http://example.com/issue/1966
20112,2025-07-10 00:46:29,Djezzy,Tlemcen,Djezzy please fix the network! #outage
21168,2024-12-06 01:40:29,Ooredoo,,  مافهمتش علاش الباكيج خلصت؟ https://support.example.org/ticket/8407 contact@ooredoo.com
875,2025-07-21 21:33:28,Wana,Laghouat,why  does  tethering  fail?  https://support.example.org/ticket/46638
5803,2025-07-04 21:10:28,TelecomDZ,Jijl,WHY TF MY DATA IS GONE? HTTP://EXAMPLE.COM/ISSUE/7912
11653,2025-08-06 03:05:28,Mobilis,Orann,La couverture est top ici dans Orann 👍 😤
17222,2025-02-17 03:34:29,TelecomDZ,Biskraa,PROMO APPLIED BUT BILLING STILL WRONG HTTPS://SUPPORT.EXAMPLE.ORG/TICKET/59476
15118,2025-08-23 19:00:28,Mobilis,Seteef,Streaming 144p only in Seteef 😭 https://support.example.org/ticket/60478
255,2025-10-14 18:45:28,Djezzy,Blidah,Streaming 144p only in Blidah 😭 http://bit.ly/16znea
16182,2024-12-29 12:20:29,Ooredoo,Ghardaia,Happy with Ooredoo overall 👍
10600,2025-04-18 03:01:28,Mobilis,Ain Temouchent,🔥🔥🔥 best promo ever!!!
2064,2025-07-06 16:54:28,Ooredoo,,why am i charged for sms I never sent?? http://bit.ly/oh3rbz
5481,2025-09-16 14:39:28,TelecomDZ,Skikda,Why is 4G not working?? https://support.example.org/ticket/59411
22421,2025-02-18 00:57:29,Ooredoo,Blida,internet so slooooow 😭 #Djezzy 😩
15776,2025-03-20 05:28:28,Wana,Ghardaya,why tf my data is gone? http://example.com/issue/4499
5104,2025-08-01 16:27:28,Ooredoo,Saida,يوجد تقطع في المكالمات في Saida
971,2025-06-17 10:03:28,TelecomDZ,Laghouat,no service since morning TelecomDZ?? https://support.example.org/ticket/42631
22210,2025-03-03 10:42:29,Mobilis,Seteef,Ils  ont  coupé  mon  forfait  sans  prévenir  😡
2391,2025-06-16 07:48:28,TelecomDZ,Seteef,Best customer care response ever 🙌
17002,2024-11-28 11:42:29,Ooredoo,Setif,App login fails with error code 403 http://example.com/issue/6796
5504,2025-08-15 01:50:28,Djezzy,Boumerdes,I see 'network busy' message often in Boumerdes
22925,2024-11-11 21:42:29,Mobilis,Constantine,"SUPPORT WAS HELPFUL TODAY, THANKS MOBILIS"
15285,2025-09-21 21:39:28,Djezzy,Mostaganem,"Service restored after 3 hours, thx Djezzy"
22072,2025-02-19 05:59:29,Mobilis,Algierrs,5G when?? http://example.com/issue/5619
6807,2024-11-06 10:51:28,Wana,,  الانترنت ما راهوش يخدم مليح 😤
8392,2024-11-01 10:00:28,Djezzy,Skikda,  Lost connection mid-call with mom 😠 #sad
17508,2025-02-12 13:15:29,TelecomDZ,Boumerdes!,Signal ok but data speed low in Boumerdes! 👍
3815,2025-08-31 01:27:28,Mobilis,Mascara,internet so slooooow 😭 #Djezzy
13088,2025-10-15 18:23:28,TelecomDZ,M'Sila,no service since morning TelecomDZ?? http://bit.ly/g4jgtt
13009,2025-10-01 11:40:28,Djezzy,Algierrs,5G when?? http://bit.ly/z84idh
12339,2025-07-04 06:31:28,Mobilis,Setif,Lost connection mid-call with mom 😠 #sad 🙌
1827,2025-10-18 22:17:28,Mobilis,Tipaza,Loving the new offers 💯💯 visit http://bit.ly/dalopd
15567,2025-04-26 06:58:28,TelecomDZ,Saida,Loving the new offers 💯💯 visit https://support.example.org/ticket/87054
2465,2025-09-07 22:24:28,Mobilis,Tindouf,Ils ont coupé mon forfait sans prévenir 😡
11416,2024-11-25 07:22:28,Mobilis,Tipaza,"Bonjour, réseau très lent aujourd'hui http://bit.ly/cdmegd"
14794,2025-01-18 10:01:28,Djezzy,Annaba, recharge failed!!  -- #billing
22218,2025-02-05 15:52:29,Djezzy,Bejaia,"App freeze, re-opened 10 times http://bit.ly/7jecp7 😑"
13465,2025-07-13 12:31:28,Wana,Tipaza,internet so slooooow 😭 #Djezzy
46,2025-07-01 20:11:28,Wana,Blidah,Signal lost when entering building near Blidah
10325,2025-05-12 01:16:28,Djezzy,Boumerdes,EXCELLENT SERVICE BY DJEZZY! ❤️
16132,2024-10-29 21:31:29,Djezzy,Soukahras,"The team fixed it fast, impressed!"
15032,2025-08-09 16:40:28,Djezzy,Batna,يوجد تقطع في المكالمات في Batna
12159,2025-03-19 05:33:28,Mobilis,Oum El Bouaghi,Promo applied but billing still wrong https://t.co/xyz
4359,2025-02-01 04:26:28,Ooredoo,El-Oued,internet drop every 5 minutes in El-Oued!!!
13739,2024-12-11 10:53:28,Djezzy,Tipaza..,Promo applied but billing still wrong http://bit.ly/9ncdp3
21414,2025-09-16 07:24:29,Ooredoo,Ghardaya,random spam message http://spam.example.com
11374,2025-05-27 18:57:28,Wana,Soukahras,internet so slooooow 😭 #Djezzy
22896,2024-11-08 01:16:29,Djezzy,Sidi Bel Abbes,Excellent service by Djezzy! ❤️
10912,2025-01-16 14:35:28,Ooredoo,Sidi Bel Abbes ,Data speed fine but latency high in Sidi Bel Abbes 
9726,2025-01-19 16:26:28,Ooredoo,El Bayadh,The app keeps crashing 😩 please fix @support
12020,2025-02-13 18:12:28,Djezzy,Bejaia,I see 'network busy' message often in Bejaia
5045,2025-08-12 12:39:28,Wana,Batna,La connexion est lente à Batna http://example.com/issue/8133
14347,2025-04-25 19:38:28,Ooredoo,Setif,My SIM not activated after 24h http://example.com/issue/7609
5292,2025-08-21 05:02:28,Djezzy,Algierrs,"WORKING FINE TODAY, THUMBS UP DJEZZY 👍"
4414,2025-09-08 03:13:28,Djezzy,El Oued,  Network is so slow today in El Oued 😡 http://bit.ly/idvz6q
22733,2024-11-05 12:39:29,TelecomDZ,Oum El Bouaghi,SMS failed to deliver multiple times https://t.co/xyz
21242,2024-12-12 05:51:29,TelecomDZ,Tizi Ouzou,يوجد  تقطع  في  المكالمات  في  Tizi  Ouzou
3845,2025-04-22 09:26:28,TelecomDZ,Tizi Ouzou,  Why is 4G not working?? http://bit.ly/pno6um
5256,2025-05-03 14:11:28,Mobilis,Mila,Happy with Mobilis overall 👍 💯
14823,2025-04-10 05:40:28,TelecomDZ,Guelma,مشكلة في الشبكة في Guelma 😠 🔥
19059,2024-12-12 01:32:29,Mobilis,Sidi Bel Abbes ,My hotspot disconnects after 2 mins
5127,2025-05-30 06:17:28,Ooredoo,Ouargla,internet so slooooow 😭 #Djezzy
9667,2025-02-11 11:21:28,Djezzy,Guelma,APP LOGIN FAILS WITH ERROR CODE 403 HTTPS://SUPPORT.EXAMPLE.ORG/TICKET/18161  
8007,2025-10-08 19:55:28,TelecomDZ,Tipaza..,🔥🔥🔥  best  promo  ever!!!
2601,2025-09-15 01:57:28,Ooredoo,Tiziouzou,Promos are good but network bad 😅
16732,2025-09-24 04:33:29,Mobilis,Souk Ahras,  No signal in Souk Ahras. anyone else??  
6021,2025-06-14 08:59:28,Wana,Ain Temouchent,HAPPY WITH WANA OVERALL 👍
8045,2025-07-09 23:51:28,Mobilis,,no service since morning Mobilis?? https://support.example.org/ticket/97768
3605,2024-12-09 09:48:28,Ooredoo,Algierrs,Network is so slow today in Algierrs 😡 https://support.example.org/ticket/71356
18706,2025-01-26 23:20:29,Djezzy,Bejaiaa,Signal ok but data speed low in Bejaiaa
21924,2025-08-21 04:20:29,Djezzy,Constntine,  Best customer care response ever 🙌
4857,2025-05-23 16:38:28,Ooredoo,Mila,App  asks  for  permission  every  open  😒
16245,2025-01-19 01:05:29,Mobilis,Jijl,مشكلة في الشبكة في JIJL 😠
3944,2025-06-04 15:36:28,Wana,Sidi Bel Abbes,I switched from Wana to TelecomDZ and it's better.
13679,2025-06-18 07:39:28,Ooredoo,Bordj Bou Arreridj,App says update required but Play Store shows none http://bit.ly/va5tk8
17141,2025-09-14 15:28:29,TelecomDZ,Tlemcen,Network is so slow today in Tlemcen 😡 https://t.co/xyz
11868,2025-10-02 13:55:28,Mobilis,Constntine, recharge failed!!  -- #billing
14225,2025-10-18 07:21:28,Djezzy,Bejaiaa,Promos are good but network bad 😅
15381,2025-03-25 15:33:28,TelecomDZ,Khenchella,"RECHARGE FAILED, MONEY GONE!! CONTACT@TELECOMDZ.COM"
21416,2025-08-01 07:04:29,TelecomDZ,Tiziouzou,No signal in Tiziouzou. anyone else??
10284,2024-10-29 21:18:28,Ooredoo,Mila,Promos are good but network bad 😅
22879,2025-03-30 12:32:29,Mobilis,Tlemcen,"App freeze, re-opened 10 times https://t.co/xyz 😑"
16457,2024-12-05 10:50:29,TelecomDZ,Algiers,La couverture est top ici dans Algiers 👍
16912,2025-03-20 02:18:29,Djezzy,Bejaiaa,Network is so slow today in Bejaiaa 😡 http://bit.ly/6b90xp
16818,2024-12-23 14:34:29,Djezzy,Algiers,الانترنت ما راهوش يخدم مليح 😤   😡
17035,2025-06-14 20:38:29,Djezzy,El Bayadh,VoLTE not working in El Bayadh since 2 days 😢
1026,2025-03-31 04:43:28,TelecomDZ,Mostaganem,
13048,2025-08-10 01:04:28,Ooredoo,Setif,internet drop every 5 minutes in Setif!!!
395,2025-06-01 11:57:28,Ooredoo,El Bayadh,"Service restored after 3 hours, thx Ooredoo"
9558,2025-01-29 15:55:28,Djezzy,Mostaganemm,الانترنت ما راهوش يخدم مليح 😤
6713,2025-06-09 03:31:28,Mobilis,Ghardaya, recharge failed!!  -- #billing
7842,2024-10-21 20:04:28,TelecomDZ,Ghardaya,Lost connection mid-call with mom 😠 #sad
20650,2025-01-13 09:43:29,Ooredoo,Algiers,Can't make calls since yesterday http://bit.ly/aira76 #help
1124,2025-04-15 14:36:28,Mobilis,Oum El Bouaghi,Why is 4G not working?? https://t.co/xyz  
7691,2025-08-21 21:10:28,Djezzy,Biskraa,  الانترنت ما راهوش يخدم مليح 😤
9455,2025-05-07 11:37:28,Wana,Tizi Ouzou,"Service restored after 3 hours, thx Wana"
11026,2025-09-29 17:39:28,Wana,Bejaia,"support was helpful today, thanks Wana"
4153,2025-08-16 01:14:28,Mobilis,Boumerdes!,Promos are good but network bad 😅
19152,2025-03-04 11:30:29,Ooredoo,Seteef,  يوجد تقطع في المكالمات في Seteef
22512,2025-02-06 05:49:29,Ooredoo,Mila,Loving the new offers 💯💯 visit http://bit.ly/jc9xgi
873,2025-04-11 05:30:28,TelecomDZ,Guelma,App says update required but Play Store shows none http://bit.ly/y92b6j
3412,2025-09-23 09:33:28,Ooredoo,Blida,Signal ok but data speed low in Blida
6827,2025-10-04 05:19:28,Wana,Tlemcen,The app keeps crashing 😩 please fix @support
16555,2025-07-07 10:44:29,Wana,Laghowat,Excellent service by Wana! ❤️
20964,2025-01-22 08:13:29,Mobilis,Skikdaa,internet drop every 5 minutes in Skikdaa!!!
21673,2025-10-12 08:59:29,Mobilis,Tlemcen,I switched from Mobilis to Ooredoo and it's better.
15371,2025-08-03 17:28:28,TelecomDZ,M'Sila,I switched from TelecomDZ to Djezzy and it's better.
6644,2025-03-28 19:58:28,Djezzy,Mila,The new plan is expensive for students
6067,2024-12-06 17:51:28,Mobilis,Bejaia,"App freeze, re-opened 10 times https://support.example.org/ticket/11890 😑"
16271,2025-06-14 17:14:29,TelecomDZ,Boumerdes!,"Service restored after 3 hours, thx TelecomDZ"
18360,2025-03-02 14:50:29,Wana,Tizi Ouzou,Can't make calls since yesterday http://bit.ly/fldj4o #help
18090,2025-10-05 11:09:29,Ooredoo,Tiziouzou,"Working fine today, thumbs up Ooredoo 👍"
10189,2024-12-10 11:49:28,Wana,El-Oued,<div>Coverage in El-Oued is terrible... http://bit.ly/uokzw4</div>
6065,2025-02-05 09:20:28,Wana,,Lost connection mid-call with mom 😠 #sad
2483,2024-10-19 17:56:28,TelecomDZ,Orann,Coverage in Orann is terrible... http://bit.ly/d22lc0
22871,2025-04-08 20:47:29,Ooredoo,Boumerdes!,why does tethering fail? https://t.co/xyz
13626,2024-11-02 03:14:28,TelecomDZ,Soukahras,Happy with TelecomDZ overall 👍
3497,2025-07-21 15:33:28,Mobilis,Tipaza..,"Service restored after 3 hours, thx Mobilis"
19944,2025-03-01 04:14:29,Djezzy,Jijl,SMS subscription charged me without consent http://example.com/issue/222 😡
19584,2024-11-20 07:10:29,Wana,Soukahras,"The team fixed it fast, impressed!"
5368,2025-10-02 03:35:28,Djezzy,Ghardaia,App says update required but Play Store shows none https://support.example.org/ticket/94907
5632,2025-07-25 08:07:28,Mobilis,Mostaganem,Best customer care response ever 🙌
18205,2024-11-04 12:52:29,Djezzy,Orann,الانترنت ما راهوش يخدم مليح 😤
9938,2024-12-04 19:49:28,TelecomDZ,Mostaganem,"recharge failed, money gone!! contact@TelecomDZ.com"
15697,2025-03-15 00:59:28,Djezzy,Mostaganemm,تعريض الشبكة سيء في Mostaganemm ☹️
11533,2025-02-06 18:25:28,TelecomDZ,,App login fails with error code 403 https://support.example.org/ticket/54759
5829,2025-09-09 15:51:28,Wana,Annaba,
12045,2025-07-31 13:43:28,Wana,Setif,"Service restored after 3 hours, thx Wana"
11241,2025-09-23 20:10:28,Djezzy,Skikda,I see 'network busy' message often in Skikda
11741,2024-12-08 20:35:28,Ooredoo,Mostaganem,  why does tethering fail? https://t.co/xyz
13948,2025-10-19 04:38:28,Mobilis,Biskraa,"Service restored after 3 hours, thx Mobilis"
15261,2025-02-13 20:15:28,TelecomDZ,Blidah,SMS failed to deliver multiple times http://example.com/issue/8256
9400,2025-10-14 00:27:28,Djezzy,Khenchela,La connexion est lente à Khenchela http://bit.ly/meu2s4
6981,2025-05-22 04:43:28,TelecomDZ,Batnaa,random spam message http://spam.example.com
219,2025-10-01 07:15:28,Ooredoo,Ghardaya,الانترنت ما راهوش يخدم مليح 😤
267,2024-11-25 13:23:28,Ooredoo,Saida,no service since morning Ooredoo?? http://example.com/issue/9944
978,2025-10-01 09:00:28,Wana,Saida,why am i charged for sms I never sent?? https://support.example.org/ticket/74484
11910,2025-05-10 12:20:28,Ooredoo,Khenchella,  No signal in Khenchella. anyone else??
19121,2025-05-31 13:40:29,Wana,Constntine,The app keeps crashing 😩 please fix @support
21173,2025-04-18 21:50:29,Mobilis,Ain Temouchent,Ils ont coupé mon forfait sans prévenir 😡
9519,2024-11-12 00:52:28,Wana,Bejaia,يوجد تقطع في المكالمات في Bejaia
13725,2025-04-22 11:08:28,TelecomDZ,Mostaganem,<html>Error 500</html> app crash
2846,2024-11-12 13:10:28,TelecomDZ,Annabba,Trop de pubs dans l'app 😤  
14729,2024-12-24 19:24:28,Mobilis,Tipaza..,App login fails with error code 403 http://example.com/issue/7094
15250,2025-07-05 02:30:28,TelecomDZ,Relizane,internet  drop  every  5  minutes  in  Relizane!!!
18238,2025-06-14 17:06:29,Mobilis,Algierrs,"Service restored after 3 hours, thx Mobilis"
17197,2025-02-01 14:34:29,TelecomDZ,Orann,Happy with TelecomDZ overall 👍
186,2025-08-23 17:25:28,TelecomDZ,Soukahras,مشكلة في الشبكة في Soukahras 😠
6956,2025-03-06 19:27:28,Ooredoo,Seteef,Excellent service by Ooredoo! ❤️
2677,2025-09-24 07:34:28,TelecomDZ,Tebessa,Customer support didn't answer my call. #support
17451,2025-06-06 14:07:29,TelecomDZ,Boumerdes!,App says update required but Play Store shows none https://t.co/xyz
14407,2024-10-29 13:04:28,Ooredoo,Jijl,Lost connection mid-call with mom 😠 #sad
13115,2025-08-15 19:39:28,TelecomDZ,Relizane,Signal lost when entering building near Relizane
10904,2025-04-28 00:57:28,Mobilis,,SMS subscription charged me without consent https://t.co/xyz
15169,2025-02-10 20:38:28,Wana,Souk Ahras,<html>Error 500</html> app crash
20978,2025-02-02 16:22:29,Wana,Ain Temouchent,VoLTE not working in Ain Temouchent since 2 days
11486,2025-04-22 17:08:28,Ooredoo,Laghowat,LA CONNEXION EST LENTE À LAGHOWAT HTTPS://T.CO/XYZ
12461,2025-06-21 07:33:28,Djezzy,Tlemceen,Network is so slow today in Tlemceen 😡 https://t.co/xyz
20421,2025-03-30 11:17:29,Mobilis,Khenchella,La couverture est top ici dans Khenchella 👍
9090,2025-06-04 22:47:28,Djezzy,Ouargla,Signal ok but data speed low in Ouargla
3374,2025-01-09 20:41:28,Wana,Blidah,why am i charged for sms I never sent?? https://t.co/xyz
14694,2025-06-24 20:45:28,TelecomDZ,Skikda,VoLTE not working in Skikda since 2 days  
3492,2025-01-10 05:58:28,Ooredoo,Boumerdes,Why is 4G not working?? https://t.co/xyz
13453,2025-08-30 16:06:28,Mobilis,Biskra,Network is so slow today in Biskra 😡 https://support.example.org/ticket/20441
9012,2024-11-05 06:30:28,Ooredoo,Biskra,Can't make calls since yesterday http://example.com/issue/789 #help
8206,2025-04-26 13:45:28,Ooredoo,Mila,  الانترنت ما راهوش يخدم مليح 😤
11084,2025-06-07 15:33:28,TelecomDZ,Boumerdes!,APP LOGIN FAILS WITH ERROR CODE 403 HTTP://EXAMPLE.COM/ISSUE/9229
20457,2025-02-14 11:17:29,Djezzy,Jijl,Promo applied but billing still wrong https://t.co/xyz
17475,2025-10-12 15:49:29,Mobilis,Bordj Bou Arreridj,  ¿Por qué el internet está lento? https://support.example.org/ticket/79291
11681,2025-10-01 15:47:28,TelecomDZ,Sidi Bel Abbes,Lost connection mid-call with mom 😠 #sad
1881,2025-02-23 15:16:28,Mobilis,El Bayadh,My SIM not activated after 24h https://support.example.org/ticket/22027  
20831,2025-09-08 06:58:29,Mobilis,Orann,NO SIGNAL IN ORANN. ANYONE ELSE??  
21677,2024-11-02 02:35:29,Djezzy,,Signal ok but data speed low in Saida
3216,2025-03-12 12:32:28,TelecomDZ,Algiers,no service since morning TelecomDZ?? https://support.example.org/ticket/52829
21754,2024-11-29 15:08:29,TelecomDZ,Mostaganem,Signal lost when entering building near Mostaganem
1645,2025-07-28 01:36:28,Wana,Jijl,<html>Error 500</html> app crash
8694,2025-02-10 11:36:28,Djezzy,Boumerdes,LOST CONNECTION MID-CALL WITH MOM 😠 #SAD
14055,2025-02-21 08:31:28,Djezzy,Constntine,why does tethering fail? https://t.co/xyz
20269,2025-03-07 08:06:29,Wana,Mostaganem,SMS subscription charged me without consent http://example.com/issue/6579
19192,2025-03-11 16:18:29,Wana,Souk Ahras,no service since morning Wana?? http://example.com/issue/2503
14277,2025-08-26 19:43:28,Mobilis,El Oued,مشكلة في الشبكة في El Oued 😠  
16374,2025-03-16 14:12:29,Ooredoo,Batna,why does tethering fail? https://support.example.org/ticket/84504
50,2025-02-11 18:00:28,Wana,Tebessa,
9175,2025-06-18 16:29:28,Wana,Soukahras,Happy with Wana overall 👍  
19506,2025-03-07 06:47:29,Ooredoo,Annaba,🔥🔥🔥 best promo ever!!!
22342,2025-04-18 07:27:29,Wana,Mostaganemm,يوجد تقطع في المكالمات في Mostaganemm
4880,2024-10-26 05:33:28,Mobilis,Mostaganemm,VoLTE not working in Mostaganemm since 2 days
2681,2025-09-05 20:58:28,Ooredoo,Tiziouzou,🔥🔥🔥 best promo ever!!!
729,2025-08-05 13:07:28,Ooredoo,Jijl,"they restored service after outage, thanks Ooredoo"
16251,2024-11-22 14:31:29,Mobilis,Mostaganemm,App login fails with error code 403 https://support.example.org/ticket/3707
425,2025-04-06 00:16:28,Ooredoo,Guelma,  Lost connection mid-call with mom 😠 #sad  
6030,2025-01-05 13:38:28,Ooredoo,Ghardaya,App login fails with error code 403 https://support.example.org/ticket/83253
5753,2025-04-11 00:52:28,Ooredoo,Annabba,My hotspot disconnects after 2 mins
19031,2025-02-17 15:22:29,Ooredoo,Setif,مشكلة في الشبكة في Setif 😠
16591,2024-12-07 05:55:29,Mobilis,Algiers,Signal lost when entering building near Algiers
20481,2024-12-28 13:53:29,Ooredoo,Batnaa,SMS subscription charged me without consent https://t.co/xyz
20446,2025-10-13 23:34:29,Mobilis,Oum El Bouaghi,Data speed fine but latency high in Oum El Bouaghi
20709,2025-06-16 04:25:29,Djezzy,Skikda,La connexion est lente à Skikda http://example.com/issue/6973
1711,2025-01-17 02:09:28,Mobilis,Relizane,Loving the new offers 💯💯 visit http://bit.ly/oqvd0k
20328,2025-06-28 22:35:29,TelecomDZ,Constntine,"App freeze, re-opened 10 times http://example.com/issue/1339 😑"
11845,2025-01-13 06:47:28,Djezzy,Algierrs,Ils ont coupé mon forfait sans prévenir 😡
16624,2025-04-29 13:05:29,Ooredoo,Mostaganemm,  My hotspot disconnects after 2 mins
8177,2024-12-05 23:18:28,Ooredoo,Illizi,"they restored service after outage, thanks Ooredoo"
18958,2025-03-05 01:01:29,Mobilis,Khenchella,مشكلة  في  الشبكة  في  Khenchella  😠    
1353,2025-06-15 17:15:28,Mobilis,Biskra,Loving the new offers 💯💯 visit https://t.co/xyz 😂
6922,2025-02-09 09:06:28,TelecomDZ,El Oued,INTERNET DROP EVERY 5 MINUTES IN EL OUED!!!
22323,2025-05-02 13:12:29,TelecomDZ,Setif,تعريض الشبكة سيء في Setif ☹️
22835,2025-03-26 17:57:29,Ooredoo,Constntine,"support was helpful today, thanks Ooredoo"
16308,2025-10-16 07:14:29,TelecomDZ,Sidi Bel Abbes ,تعريض الشبكة سيء في Sidi Bel Abbes  ☹️
22669,2024-10-22 00:51:29,TelecomDZ,Boumerdes!,My SIM not activated after 24h http://bit.ly/n16eal
22286,2025-07-14 21:01:29,TelecomDZ,,Ils ont coupé mon forfait sans prévenir 😡
22485,2025-10-01 03:57:29,Ooredoo,Sidi Bel Abbes ,  SMS failed to deliver multiple times https://support.example.org/ticket/54697
16016,2025-09-23 02:58:29,Ooredoo,Blidah,Network  is  so  slow  today  in  Blidah  😡  https://support.example.org/ticket/90165
18155,2025-06-10 14:05:29,Wana,Jijl,SMS failed to deliver multiple times https://support.example.org/ticket/80916
15121,2025-05-09 04:14:28,TelecomDZ,Batnaa,¿Por qué el internet está lento? https://support.example.org/ticket/66123
20489,2025-09-27 01:00:29,Djezzy,Algierrs,I see 'network busy' message often in Algierrs
9349,2024-12-30 14:06:28,Djezzy,Mostaganem,"App freeze, re-opened 10 times https://t.co/xyz 😑"
21215,2025-09-15 17:36:29,Ooredoo,Illizi,"Bonjour, réseau très lent aujourd'hui https://t.co/xyz"
13637,2025-03-08 17:51:28,TelecomDZ,Blida,App asks for permission every open 😒
21056,2024-11-23 12:31:29,Djezzy,Oum El Bouaghi,I see 'network busy' message often in Oum El Bouaghi
14389,2024-12-22 19:12:28,Djezzy,Batna,Coverage in Batna is terrible... https://t.co/xyz
15552,2025-05-07 06:56:28,Mobilis,Algierrs,مافهمتش علاش الباكيج خلصت؟ http://example.com/issue/5426
1278,2025-10-05 07:40:28,Ooredoo,Mascara,Bills are wrong again!! charged twice http://bit.ly/b7vnch
18724,2025-07-02 07:29:29,Mobilis,Souk Ahras,"support was helpful today, thanks Mobilis"
9022,2025-01-09 18:37:28,Ooredoo,Ain Temouchent,App  asks  for  permission  every  open  😒
15397,2025-02-23 03:04:28,Mobilis,Constantine,Ils ont coupé mon forfait sans prévenir 😡
10460,2025-04-10 07:59:28,Djezzy,Jijel,internet so slooooow 😭 #Djezzy  
15334,2025-03-11 20:08:28,TelecomDZ,Ghardaia,  مشكلة في الشبكة في Ghardaia 😠
14052,2025-05-13 10:31:28,Mobilis,Mila,no service since morning Mobilis?? https://support.example.org/ticket/12116
19107,2025-01-24 08:33:29,Djezzy,El-Oued,Signal ok but data speed low in El-Oued
17230,2025-05-09 21:35:29,Ooredoo,Batna,  Lost connection mid-call with mom 😠 #sad
4051,2025-08-13 23:41:28,Ooredoo,Blidah,Ooredoo please fix the network! #outage
20468,2024-12-27 11:23:29,TelecomDZ,Illizi,internet so slooooow 😭 #Djezzy
14704,2025-08-12 14:30:28,TelecomDZ,Algierrs,VoLTE not working in Algierrs since 2 days
7443,2025-05-25 09:19:28,Wana,Jijel,TEST SPEED: 0.2 MBPS IN JIJEL HTTPS://T.CO/XYZ
14930,2025-06-26 13:09:28,Ooredoo,Ouargla,"Working fine today, thumbs up Ooredoo 👍"
15744,2025-05-16 14:16:28,TelecomDZ,Bejaiaa,¿Por qué el internet está lento? https://t.co/xyz
19801,2024-12-25 05:21:29,Mobilis,Soukahras,Customer support didn't answer my call. #support
14546,2025-01-06 16:25:28,Djezzy,Souk Ahras,App login fails with error code 403 http://example.com/issue/2272
12574,2024-11-07 13:59:28,Wana,Constntine,random spam message http://spam.example.com
12510,2024-11-21 14:09:28,Wana,Jijel,"they restored service after outage, thanks Wana"
22670,2025-04-16 09:35:29,Mobilis,Sidi Bel Abbes,<html>Error 500</html> app crash
21133,2025-02-11 06:36:29,Mobilis,Mostaganem,  No signal in Mostaganem. anyone else??
7150,2025-10-13 19:54:28,TelecomDZ,Souk Ahras,"App freeze, re-opened 10 times http://bit.ly/khhfvp 😑"
20712,2025-10-15 18:24:29,TelecomDZ,Annabba,  Test speed: 0.2 Mbps in Annabba http://bit.ly/efjcx9
10134,2024-10-27 01:54:28,Djezzy,Annabba,مافهمتش علاش الباكيج خلصت؟ http://bit.ly/swn9iw
20851,2025-04-29 06:16:29,Mobilis,Constntine,5G  when??  http://bit.ly/7mxsxo
19477,2025-07-17 13:30:29,Wana,Mascara,no service since morning Wana?? http://example.com/issue/6837
429,2025-07-02 02:18:28,Ooredoo,Jijel,<html>Error 500</html> app crash
7530,2024-11-27 10:15:28,Mobilis,Laghouat,  why am i charged for sms I never sent?? http://example.com/issue/5952
7672,2024-12-09 07:37:28,Djezzy,Boumerdes,مافهمتش علاش الباكيج خلصت؟ https://t.co/xyz
5099,2025-02-17 12:24:28,Wana,Soukahras,SMS failed to deliver multiple times http://example.com/issue/550
5454,2025-03-14 07:35:28,Wana,Tiziouzou,مافهمتش علاش الباكيج خلصت؟ https://t.co/xyz
11297,2025-08-05 00:43:28,Mobilis,Ouargla,"Bonjour, réseau très lent aujourd'hui https://support.example.org/ticket/89073"
19380,2024-11-21 20:11:29,Djezzy,Laghowat,why tf my data is gone? https://t.co/xyz
12604,2025-05-13 23:28:28,TelecomDZ,Mila,Network is so slow today in Mila 😡 http://example.com/issue/2618
7147,2024-12-24 14:44:28,Wana,Tindouf,No signal in Tindouf. anyone else?? 🔥
17841,2025-06-14 10:30:29,Wana,Bejaiaa,مافهمتش  علاش  الباكيج  خلصت؟  http://bit.ly/yim6xm
21672,2024-11-04 18:39:29,Ooredoo,Mila,My hotspot disconnects after 2 mins
21614,2025-06-22 22:39:29,Djezzy,Orann,VoLTE not working in Orann since 2 days 😢
20554,2025-03-26 07:41:29,Mobilis,Blida,"they restored service after outage, thanks Mobilis"
12825,2024-12-23 06:32:28,Djezzy,Guelma,No signal in Guelma. anyone else??
18573,2025-06-28 01:12:29,Mobilis,Oum El Bouaghi,SMS  subscription  charged  me  without  consent  http://bit.ly/c9zr38
20541,2025-02-14 02:40:29,Wana,Illizi,I  switched  from  Wana  to  Djezzy  and  it's  better.
3566,2025-05-05 12:37:28,Ooredoo,Khenchela,My SIM not activated after 24h http://example.com/issue/3374  
16969,2025-01-17 04:07:29,Ooredoo,Guelma,Promo applied but billing still wrong http://example.com/issue/4075
1530,2025-03-23 06:09:28,Ooredoo,Oum El Bouaghi,Happy with Ooredoo overall 👍
605,2024-11-11 22:07:28,Ooredoo,Oran,  The app keeps crashing 😩 please fix @support
21394,2025-01-31 15:35:29,Wana,,Why is 4G not working?? https://support.example.org/ticket/84770
14373,2025-05-11 04:05:28,Mobilis,El Bayadh,The app keeps crashing 😩 please fix @support
17552,2025-05-05 08:24:29,TelecomDZ,Illizi,why tf my data is gone? http://bit.ly/ofz2ik  
